name,role,skin_type,power_level,weight,height,age,eye_color,gender,hair_color,speed,universe,body_type,job,battle_iq,species,ranking,intelligence,abilities,training_time,special_attack,secret_code,win_prob
Ominous Sorcerer,Villain,Steel,4415.0,101,155.0,119.0,,2.0,Blonde,849.0,Fantasy Realm,Athletic,Thief,88.0,Kryptonian,386.0,98.0,Teleportation,3740.0,Electric Storm,11000.0,0.54
Galactus,Villain,Normal,,66,158.0,118.0,Brown,,Purple,850.0,Fantasy Realm,Regular,Mage,1203.0,Human,149.0,1094.0,Mind Reading,358.0,Fire Fist,10000.0,0.32
Hacked Netherbyte,VIllain,Draconish,8800.0,109,253.0,22.0,White,1.0,Gold,4593.0,Fantasy Realm,Athletic,Mage,1278.0,Alien,2940.0,,Time Manipulation,3777.0,Eternal Firewave,,0.73
Vile Lich,VillaIn,Stone,13390.0,62,187.0,104.0,Red,2.0,Brown,973.0,Fantasy Realm,Muscular,Leader,890.0,Kryptonian,2137.0,840.0,Super Speed,11812000.0,Fireburst Cannon,,0.58
Mukuro,Villain,Scaly,3284.0,,193.0,144.0,Blue,2.0,White,738.0,Fantasy Realm,Giant,Saviors,698.0,Saiyan,2925.0,685.0,Time Manipulation,1721.0,Fire Fist,,0.34
Malevolent Dark Mage,Villain,Luminescent,2038.0,106,169.0,102.0,Glowing,2.0,Purple,986.0,Fantasy Realm,Giant,Thief,1221.0,Alien,1300.0,1110.0,Flying,1349.0,Electric Storm,11111.0,0.55
Psycho-Pirate,VillaIn,Scaly,4733.0,66,158.0,44.0,Blue,1.0,Purple,2292.0,Fantasy Realm,Regular,Arcanist,1201.0,Human,1432.0,1092.0,Teleportation,3696.0,Electric Surge,10001.0,12.0
Cursed Necromancer,Villain,Steel,6448.0,76,160.0,87.0,,2.0,None,1225.0,Fantasy Realm,Regular,Leader,1157.0,Undead,4125.0,1052.0,Mind Reading,3896.0,Electric Surge,11000.0,0.68
Dread Demonspawn,VIllain,Hairy,7601.0,157,197.0,80.0,,0.0,Pink,1278.0,Cyberverse,Muscular,Demon Lord,1019.0,Alien,262.0,944.0,Flying,8520000.0,Electric Storm,,0.66
Ulik,VIllain,Hairy,14150.0,50,129.0,48.0,Blood,1.0,Fire-like,2132.0,Cyberverse,Fat,Cult Leader,1318.0,Undead,522.0,1199.0,Mind Reading,9788.0,Electric Nova,,0.91
Anomalous Netherbyte,VillaIn,Draconish,17353.0,,153.0,146.0,White,1.0,None,737.0,Cyberverse,Muscular,Demon Lord,1139.0,Kryptonian,2767.0,1036.0,Super Speed,9819.0,Electric Surge,10101.0,0.75
Savage Dreadlord,Villain,Steel,9372.0,108,220.0,38.0,Black,0.0,Green,2724.0,Cyberverse,Muscular,Drunken,593.0,Alien,3528.0,,Mind Reading,6941.0,Grass Surge,11000.0,0.68
Prometheus,VillaIn,Stone,5700.0,50,177.0,93.0,Red,,Gold,1094.0,Cyberverse,Slim,Mage,1246.0,Undead,934.0,1133.0,Mind Reading,3808.0,Grass Surge,,10.4
The Royal Flush Gang,Villain,Transparent,8304.0,90,187.0,80.0,,0.0,Black,1308.0,Cyberverse,Athletic,Scientist,980.0,Kryptonian,1858.0,908.0,Teleportation,,Eternal Firewave,10111.0,0.42
Shadowy Doombringer,VIllain,Normal,19088.0,86,183.0,39.0,Brown,2.0,Black,,Cyberverse,Athletic,Drunken,973.0,Human,989.0,901.0,Mind Reading,8384.0,Electric Surge,10000.0,0.73
Glitched Null-Code,VIllain,Stone,5489.0,578,755.0,67.0,Red,,None,1558.0,Cyberverse,Giant,Hero,1174.0,Giant,4604.0,1068.0,Super Speed,3845.0,Electric Nova,,0.7
Johan Liebert,Villain,Metallic,6497.0,50,171.0,106.0,,,White,977.0,Cyberverse,Muscular,Thief,748.0,Alien,1836.0,720.0,Teleportation,2577.0,Electric Surge,10011.0,0.5
Rogue Dataphage,VIllain,Hairy,,56,140.0,129.0,Blood,1.0,Silver,825.0,Cyberverse,Regular,Captain,943.0,Undead,3985.0,890.0,Flying,91.0,Grass Surge,,0.57
Carnage,Villain,Draconish,10810.0,58,161.0,47.0,White,1.0,Bald,2194.0,Cyberverse,Fat,Brewer,567.0,Undead,2113.0,567.0,Time Manipulation,4234.0,Eternal Firewave,,0.69
Vile Plaguebringer,VillaIn,Transparent,12020.0,93,173.0,78.0,Yellow,2.0,Gold,,Cyberverse,Normal,Leader,1263.0,Alien,2788.0,1149.0,Time Manipulation,8672.0,Water Vortex,10111.0,0.79
Deathbird,VillaIn,Stone,8948.0,62,168.0,70.0,Red,0.0,Brown,1429.0,Cyberverse,Fat,Brewer,897.0,Undead,2911.0,847.0,Mind Reading,6592.0,Grass Surge,,0.58
Ominous Dreadlord,Villain,Draconish,11771.0,78,213.0,31.0,,2.0,Brown,,Cyberverse,Muscular,Brewer,920.0,Kryptonian,383.0,,Mind Reading,8128.0,Fire Fist,,0.77
Deathstroke,VillaIn,Draconish,1853.0,88,180.0,69.0,White,2.0,Purple,,Cyberverse,Athletic,Scientist,1218.0,Saiyan,4564.0,1108.0,Teleportation,1075.0,Grass Surge,,0.7
Corrupt Netherbyte,Villain,Steel,5606.0,77,173.0,132.0,Black,0.0,None,773.0,Cyberverse,Normal,Hero,1146.0,Human,2192.0,1042.0,Time Manipulation,2513.0,Electric Surge,,0.56
Dio Brando,Villain,Normal,12048.0,109,185.0,33.0,Brown,2.0,Black,,Cyberverse,Muscular,Captain,976.0,Saiyan,1239.0,904.0,Super Strength,8168.0,Fireburst Cannon,,0.57
Atrocitus,VillaIn,Scaly,13252.0,87,192.0,51.0,Blue,,Fire-like,1984.0,Cyberverse,Athletic,Warrior,1305.0,Kryptonian,4223.0,1187.0,Teleportation,6861.0,Eternal Firewave,,0.61
Vulture,Villain,Luminescent,20732.0,77,187.0,74.0,,0.0,Blonde,1388.0,Cyberverse,Muscular,Demon Lord,93.0,Kryptonian,4951.0,102.0,Super Strength,8990.0,Eternal Firewave,,0.52
Savage Dark Mage,VillaIn,Metallic,1107.0,69,166.0,139.0,Green,,Bald,722.0,Cyberverse,Fat,Arcanist,520.0,Human,854.0,520.0,Flying,604.0,Electric Nova,10011.0,0.35
Corrupt Shadowmind,Villain,Hairy,5974.0,68,141.0,94.0,Blood,0.0,Blonde,1073.0,Cyberverse,Fat,Demon Lord,76.0,Human,414.0,85.0,Super Speed,2979.0,Water Fury,,0.63
Blackbeard,Villain,Metallic,10272.0,89,186.0,40.0,,,Purple,2657.0,Cyberverse,Muscular,Arcanist,1218.0,Kryptonian,3587.0,1108.0,Time Manipulation,7140.0,Water Fury,10011.0,0.78
Mysterio,VIllain,Hairy,12499.0,93,159.0,106.0,Blood,,Blonde,,Cyberverse,Muscular,Thief,59.0,Saiyan,3745.0,66.0,Flying,7065.0,Grass Surge,10010.0,0.61
Savage Necromancer,Villain,Luminescent,9083.0,125,167.0,78.0,Glowing,1.0,Black,1334.0,Cyberverse,Athletic,Scientist,991.0,Kryptonian,909.0,918.0,Time Manipulation,4916.0,Electric Nova,11111.0,0.62
Glitched Dataphage,Villain,Scaly,8909.0,677,821.0,108.0,Blue,0.0,Green,956.0,Cyberverse,Regular,Mage,620.0,Giant,868.0,608.0,Time Manipulation,6800.0,Electric Nova,10001.0,0.4
Wicked Necromancer,Villain,Draconish,,63,196.0,102.0,White,2.0,Brown,,Cyberverse,Regular,Assassin,871.0,,4995.0,822.0,Flying,,Fireburst Cannon,10101.0,0.51
Malware Shadowmind,Villain,Draconish,15226.0,58,,84.0,White,1.0,Green,,Cyberverse,Slim,Mage,636.0,Human,835.0,624.0,Teleportation,9724.0,Water Gun,,0.81
Wicked Warlock,VIllain,Stone,9157.0,680,766.0,83.0,,0.0,None,1246.0,Cyberverse,Giant,Thief,1214.0,Giant,4608.0,1104.0,Super Strength,7320.0,Water Gun,,0.7
Wicked Dreadlord,Villain,Scaly,12592.0,80,154.0,90.0,,1.0,Black,1114.0,Cyberverse,Regular,God,951.0,Undead,344.0,898.0,Mind Reading,8705.0,Eternal Firewave,10001.0,0.44
Darkseid,VIllain,Normal,9011.0,623,813.0,23.0,Brown,,Fire-like,4397.0,Cyberverse,Regular,Captain,1309.0,Giant,4156.0,1190.0,Teleportation,5622.0,Water Gun,10000.0,0.72
Terrax,VIllain,Steel,2410.0,68,182.0,123.0,Black,1.0,Blonde,886.0,Cyberverse,Normal,Demon Lord,116.0,Human,864.0,127.0,Super Strength,1877.0,Grass blade,11000.0,0.45
Ominous Lich,Villain,Steel,3919.0,663,712.0,112.0,Black,0.0,Brown,,Cyberverse,Giant,Demon Lord,894.0,Giant,1369.0,844.0,Super Speed,1699.0,Grass Surge,11000.0,0.5
Trigon,VIllain,Transparent,18155.0,79,126.0,131.0,,0.0,Green,763.0,Cyberverse,Slim,Hero,613.0,Undead,968.0,601.0,Super Speed,9221.0,Water Vortex,10111.0,0.65
Saber Alter,VillaIn,Transparent,17395.0,110,202.0,138.0,Yellow,2.0,Silver,,Cyberverse,Muscular,Drunken,997.0,Saiyan,1683.0,924.0,Flying,5780.0,Water Gun,10111.0,15.2
Wicked Plaguebringer,Villain,Scaly,,50,151.0,78.0,Blue,2.0,Bald,1324.0,Cyberverse,Slim,Scientist,546.0,Undead,2963.0,546.0,Teleportation,,Electric Surge,10001.0,0.45
Surtur,VIllain,Steel,7337.0,58,166.0,62.0,Black,1.0,None,1641.0,Cyberverse,Athletic,Saviors,1149.0,Human,1287.0,1045.0,Super Speed,4086.0,Electric Surge,11000.0,0.71
Mastermind,Villain,Metallic,1002.0,55,175.0,31.0,Green,1.0,Pink,3232.0,Cyberverse,Slim,Scientist,1004.0,Undead,2394.0,930.0,Super Strength,665.0,Grass blade,10011.0,0.55
Baron Mordo,VIllain,Hairy,10658.0,83,190.0,59.0,Blood,2.0,None,1721.0,Cyberverse,Slim,Captain,1140.0,Human,3617.0,1037.0,Teleportation,7846.0,Grass Surge,10010.0,0.85
The Leader,VIllain,Luminescent,12891.0,78,175.0,137.0,Glowing,2.0,Silver,,Cyberverse,Muscular,Thief,947.0,Saiyan,4145.0,894.0,Super Strength,6611.0,Fireburst Cannon,11111.0,0.55
Malware AI Tyrant,VillaIn,Transparent,1837.0,465,759.0,39.0,Yellow,1.0,Purple,2582.0,Cyberverse,Regular,Demon Lord,1189.0,Giant,4083.0,1081.0,Time Manipulation,1079.0,Grass blade,10111.0,0.6
Glitched Virus,VIllain,Metallic,13042.0,74,192.0,109.0,Green,2.0,Brown,,Cyberverse,Regular,Leader,881.0,Undead,814.0,832.0,Teleportation,8419.0,Electric Storm,10011.0,0.58
General Zod,Villain,Steel,14500.0,501,770.0,113.0,,1.0,Bald,945.0,Cyberverse,Regular,Arcanist,550.0,Giant,1264.0,550.0,Time Manipulation,8340.0,Fireburst Cannon,,0.55
KGBeast,VIllain,Draconish,1581.0,59,165.0,32.0,White,,Brown,3169.0,Cyberverse,Regular,Captain,871.0,Undead,2980.0,822.0,Super Speed,1069.0,Eternal Firewave,,0.62
The Fiddler,VIllain,Luminescent,7428.0,61,176.0,85.0,Glowing,2.0,Green,1316.0,Cyberverse,Athletic,Thief,591.0,Human,2742.0,591.0,Time Manipulation,5263.0,Grass Surge,,0.56
Tombstone,VillaIn,Draconish,11647.0,85,199.0,56.0,,2.0,Silver,,Cyberverse,Athletic,Hero,1014.0,Alien,1129.0,939.0,Super Speed,7951.0,Grass Surge,,0.82
Donquixote Doflamingo,Villain,Luminescent,2814.0,116,200.0,85.0,Glowing,2.0,Blonde,1190.0,Cyberverse,Giant,Drunken,83.0,Alien,1008.0,93.0,Super Speed,1363.0,Electric Storm,,0.49
Sinister Warlock,Villain,Transparent,8981.0,86,195.0,55.0,Yellow,0.0,Green,1871.0,Cyberverse,Muscular,Arcanist,595.0,Alien,1654.0,595.0,Super Speed,4508.0,Fireburst Cannon,10111.0,0.48
Major Force,Villain,Stone,2338.0,88,172.0,45.0,Red,1.0,Blonde,,Cyberverse,Athletic,Brewer,83.0,Saiyan,3598.0,93.0,Super Speed,1755.0,Electric Storm,,0.59
The Whyman,Villain,Metallic,1237.0,579,879.0,94.0,Green,,Purple,1082.0,Cyberverse,Regular,Warrior,1203.0,Giant,3406.0,1094.0,Super Strength,519.0,Electric Surge,,0.44
Cursed Dark Mage,VIllain,Transparent,8996.0,68,154.0,127.0,,1.0,Fire-like,,Cyberverse,Regular,Captain,1320.0,Undead,54.0,1200.0,Super Speed,5463.0,Grass Surge,10111.0,0.54
Yomi,Villain,Transparent,12861.0,76,164.0,62.0,Yellow,2.0,Green,1616.0,Cyberverse,Normal,Assassin,616.0,Human,2010.0,604.0,Flying,7233.0,Eternal Firewave,10111.0,0.57
Corrupt Overlord,VIllain,Draconish,1690.0,693,818.0,27.0,,2.0,Bald,,Cyberverse,Regular,Captain,541.0,Giant,3881.0,541.0,Time Manipulation,1102.0,Electric Storm,10101.0,0.73
Captain Cold,VillaIn,Draconish,1046.0,58,168.0,48.0,,2.0,Silver,2098.0,Cyberverse,Slim,Mage,948.0,Undead,2797.0,895.0,Super Speed,597.0,Water Gun,10101.0,0.86
Lucci,Villain,Hairy,4472.0,54,153.0,59.0,Blood,2.0,Brown,1726.0,Cyberverse,Athletic,Assassin,921.0,Human,2350.0,869.0,Mind Reading,3273.0,Electric Nova,10010.0,0.79
Shadowy Warlock,VIllain,Steel,8317.0,,162.0,147.0,Black,0.0,Gold,682.0,Cyberverse,Regular,Scientist,1232.0,Undead,4138.0,1120.0,Super Speed,5781.0,Eternal Firewave,11000.0,0.5
Cheetah,VillaIn,Draconish,12033.0,85,204.0,103.0,White,2.0,Blonde,1030.0,Cyberverse,Regular,Scientist,88.0,Undead,1403.0,98.0,Flying,6256.0,Grass blade,10101.0,0.62
Rogue Overlord,Villain,Luminescent,13911.0,69,170.0,135.0,Glowing,2.0,Black,760.0,Cyberverse,Regular,Scientist,973.0,Undead,699.0,,Time Manipulation,7258.0,Grass blade,,0.63
Vile Sorcerer,VillaIn,Steel,15787.0,51,161.0,81.0,Black,,Gold,1302.0,Cyberverse,Normal,Brewer,1247.0,Human,2180.0,1134.0,Teleportation,8780.0,Water Vortex,,0.84
Bane,VIllain,Scaly,10013.0,536,768.0,26.0,Blue,2.0,None,3872.0,Cyberverse,Regular,Drunken,1151.0,Giant,3051.0,1047.0,Super Strength,6554.0,Grass Surge,10001.0,0.66
Boros,VIllain,Metallic,12627.0,586,776.0,64.0,Green,0.0,Silver,1573.0,Cyberverse,Giant,Scientist,933.0,Giant,3400.0,881.0,Super Strength,9599.0,Water Vortex,10011.0,0.68
Malevolent Voidcaller,Villain,Luminescent,16559.0,50,,107.0,,2.0,Purple,,Cyberverse,Muscular,Drunken,1219.0,Saiyan,2955.0,1109.0,Teleportation,8002.0,Grass Surge,11111.0,0.67
Scorpion,Villain,Transparent,9455.0,68,184.0,92.0,,1.0,Brown,,Cyberverse,Giant,Drunken,879.0,Saiyan,2011.0,830.0,Super Speed,4846.0,Water Vortex,10111.0,0.63
Knives Millions,Villain,Stone,11740.0,700,754.0,56.0,,,None,,Cyberverse,Giant,Warrior,1178.0,Giant,1242.0,1071.0,Teleportation,9821.0,Water Vortex,,0.81
Mister Negative,Villain,Steel,17714.0,50,165.0,138.0,Black,2.0,Silver,743.0,Cyberverse,Regular,Scientist,951.0,Human,4339.0,898.0,Teleportation,9186.0,Eternal Firewave,,0.65
Sinister Necromancer,Villain,Draconish,7472.0,688,897.0,76.0,White,2.0,Bald,1437.0,Cyberverse,Regular,Drunken,540.0,Giant,3455.0,540.0,Super Strength,4798.0,Grass Tempest,10101.0,0.67
Stryfe,VIllain,Scaly,12354.0,63,219.0,27.0,,0.0,Green,,Cyberverse,Giant,Demon Lord,589.0,Alien,1870.0,,Super Speed,6605.0,Grass Surge,,0.56
Silvermane,VIllain,Wooden,3842.0,562,794.0,114.0,Pink,0.0,Blonde,936.0,Cyberverse,Giant,Warrior,105.0,Giant,1131.0,115.0,Teleportation,2986.0,Water Gun,11010.0,0.64
Killer Croc,Villain,Normal,,142,149.0,136.0,Brown,1.0,Black,745.0,Cyberverse,Giant,Scientist,946.0,Saiyan,3513.0,893.0,Mind Reading,400.0,Eternal Firewave,10000.0,0.26
Cursed Dreadlord,VillaIn,Normal,4829.0,105,194.0,129.0,Brown,1.0,Brown,794.0,Cyberverse,Athletic,Assassin,881.0,Kryptonian,3387.0,832.0,Teleportation,2855.0,Water Fury,10000.0,0.49
Fin Fang Foom,Villain,Scaly,7741.0,686,804.0,39.0,Blue,2.0,Pink,2590.0,Cyberverse,Regular,Warrior,1042.0,Giant,3354.0,965.0,Time Manipulation,3412.0,Grass Surge,10001.0,0.63
Rogue Glitch,Villain,Wooden,,,152.0,143.0,Pink,2.0,Fire-like,818.0,Cyberverse,Fat,Brewer,1309.0,Undead,3759.0,1190.0,Flying,56.0,Grass Surge,,0.67
The Reach,VIllain,Luminescent,13467.0,105,178.0,72.0,,1.0,Pink,1402.0,Cyberverse,Muscular,Drunken,1023.0,Kryptonian,4229.0,948.0,Time Manipulation,8022.0,Grass Surge,,0.64
Sinister Sorcerer,Villain,Normal,3792.0,118,185.0,138.0,Brown,2.0,Gold,,Cyberverse,Giant,Drunken,1282.0,Alien,2964.0,1166.0,Mind Reading,1875.0,Grass blade,,0.43
Cursed Lich,Villain,Metallic,7802.0,111,198.0,31.0,Green,1.0,Fire-like,3244.0,Cyberverse,Muscular,Thief,1320.0,Alien,244.0,1200.0,Super Speed,4543.0,Grass Tempest,,0.64
Encrypted Null-Code,Villain,Normal,7352.0,81,169.0,36.0,Brown,2.0,Blonde,,Cyberverse,Slim,Assassin,117.0,Human,3626.0,128.0,Super Speed,4298.0,Electric Surge,,0.54
Diablo,VillaIn,Normal,6834.0,458,863.0,83.0,,0.0,White,,Cyberverse,Regular,Thief,696.0,Giant,1193.0,683.0,Super Speed,3768.0,Fireburst Cannon,10000.0,0.29
Anomalous Cyber-Demon,Villain,Transparent,9377.0,72,173.0,61.0,,,Bald,1681.0,Cyberverse,Athletic,Mage,545.0,Alien,82.0,545.0,Super Speed,5752.0,Electric Surge,10111.0,0.59
Sandman,Villain,Wooden,9271.0,552,868.0,113.0,Pink,2.0,Bald,888.0,Cyberverse,Regular,Arcanist,546.0,Giant,4239.0,546.0,Mind Reading,4833.0,Eternal Firewave,11010.0,0.63
Annihilus,Villain,Steel,1903.0,429,900.0,30.0,Black,0.0,Silver,3334.0,Cyberverse,Giant,Scientist,984.0,Giant,571.0,912.0,Super Speed,1353.0,Grass Surge,11000.0,0.64
Nimrod,VillaIn,Stone,8176.0,131,208.0,117.0,Red,2.0,Pink,917.0,Cyberverse,Muscular,Captain,1046.0,Alien,695.0,969.0,Teleportation,4987.0,Water Gun,10010.0,0.73
Dread Necromancer,Villain,Draconish,15170.0,98,211.0,90.0,,2.0,Black,,Cyberverse,Athletic,Cult Leader,954.0,Alien,2772.0,900.0,Time Manipulation,6597.0,Electric Nova,10101.0,0.78
Gilgamesh,VillaIn,Stone,8719.0,641,832.0,127.0,Red,1.0,Pink,794.0,Cyberverse,Regular,Cult Leader,1022.0,Giant,2579.0,947.0,Flying,4311.0,Eternal Firewave,10010.0,0.5
The Court of Owls,VillaIn,Wooden,5170.0,111,186.0,77.0,,,Purple,,Cyberverse,Athletic,Arcanist,1184.0,Kryptonian,3291.0,1077.0,Time Manipulation,2934.0,Water Vortex,11010.0,0.85
The Weeper,VIllain,Hairy,,57,156.0,53.0,Blood,2.0,Fire-like,1938.0,Cyberverse,Slim,Mage,1320.0,Undead,1347.0,1200.0,Time Manipulation,22.0,Eternal Firewave,,0.69
Zeldris,VillaIn,Steel,2677.0,86,202.0,39.0,Black,2.0,Gold,2580.0,Cyberverse,Muscular,Demon Lord,1249.0,Saiyan,3556.0,1136.0,Flying,1209.0,Water Fury,11000.0,0.87
Envy,Villain,Luminescent,10519.0,647,652.0,69.0,,0.0,Green,1483.0,Cyberverse,Giant,Brewer,618.0,Giant,504.0,606.0,Time Manipulation,8940.0,Grass Tempest,,0.57
Silver Samurai,Villain,Metallic,1338.0,69,163.0,121.0,Green,1.0,Purple,832.0,Cyberverse,Slim,Assassin,1202.0,Undead,3222.0,,Flying,,Grass Surge,,0.42
Kingpin,Villain,Steel,12228.0,99,177.0,71.0,,2.0,Bald,,Cyberverse,Athletic,Hero,544.0,Kryptonian,304.0,544.0,Mind Reading,,Grass Tempest,11000.0,0.69
Rider,Villain,Hairy,5746.0,76,178.0,34.0,Blood,1.0,White,2960.0,Cyberverse,Regular,Scientist,684.0,Undead,1237.0,671.0,Time Manipulation,4416.0,Water Fury,10010.0,0.87
Ebony Maw,Villain,Metallic,20448.0,62,176.0,103.0,Green,,Silver,1020.0,Cyberverse,Regular,Hero,915.0,Human,4707.0,864.0,Mind Reading,8625.0,Water Fury,10011.0,0.67
,,,,,,,,,,,,,,,,,,,,,,
Maxwell Lord,Villain,Stone,9685.0,,197.0,145.0,Red,,Gold,736.0,Cyberverse,Athletic,Assassin,1267.0,Saiyan,4259.0,1152.0,Super Speed,4968.0,Grass Surge,10010.0,0.64
Dracula,VillaIn,Stone,5481.0,109,190.0,59.0,,,Green,1712.0,Cyberverse,Muscular,Mage,615.0,Saiyan,2423.0,603.0,Mind Reading,3671.0,Fireburst Cannon,10010.0,0.59
Equinox,VIllain,Metallic,11466.0,114,195.0,91.0,Green,2.0,White,1113.0,Cyberverse,Giant,Leader,694.0,Kryptonian,3435.0,681.0,Super Strength,7292.0,Eternal Firewave,,0.45
Baron Zemo,Villain,Scaly,11541.0,77,188.0,59.0,Blue,2.0,Green,1714.0,Cyberverse,Muscular,Thief,620.0,Saiyan,3294.0,608.0,Super Speed,7001.0,Electric Nova,10001.0,0.63
Graviton,Villain,Normal,3744.0,124,230.0,75.0,Brown,2.0,Pink,1342.0,Cyberverse,Normal,Hero,1036.0,Alien,4536.0,,Flying,2098.0,Eternal Firewave,10000.0,0.4
Deep Sea King,Villain,Metallic,15932.0,77,174.0,123.0,Green,0.0,Green,,Cyberverse,Regular,Cult Leader,591.0,Undead,2494.0,591.0,Super Speed,8444.0,Water Vortex,10011.0,0.6
Hacked Overlord,Villain,Normal,6143.0,107,206.0,129.0,Brown,2.0,Purple,853.0,Cyberverse,Giant,Scientist,1192.0,Kryptonian,2570.0,1084.0,Super Speed,5061.0,Fire Fist,,0.38
Corrupt Null-Code,Villain,Scaly,17416.0,59,142.0,112.0,Blue,0.0,Black,917.0,Cyberverse,Slim,Assassin,945.0,Undead,2820.0,892.0,Teleportation,9321.0,Water Gun,10001.0,0.62
Zodiac,Villain,Wooden,5225.0,586,762.0,113.0,Pink,2.0,Gold,913.0,Cyberverse,Giant,Demon Lord,1263.0,Giant,65.0,1149.0,Super Speed,3264.0,Fire Fist,11010.0,0.65
